material_name_T,S_ethylene,task,time (min),total_metal_loading,particle_diameter (nm),std_dev (nm),surface_area (m^2/g),av_IP (eV),av_EA (eV),av_PE,av_bulk_int_dist (A),av_E_coh (eV/atom),av_B_0 (Gpa),av_mu_C_critical_surf (eV),av_mu_C_critical_subsurf (eV),av_E_b_C_subsurf (eV),av_E_def_subsurf (eV),av_delta_M1_M2_subsurf,av_BE_H_surf (eV),av_W_change_H (eV),av_d_band_center_surf (eV),av_BE_H_subsurf (eV)
PdCu_1_5_100,-0.841477692226983,2,229.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.837433874048414,2,243.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.801035085073686,2,256.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.773122897700801,2,270.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.739558572126996,2,283.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.703582603235465,2,310.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.699127506159695,2,324.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.637495568799791,2,337.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.583492828642244,2,364.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.567171894197349,2,378.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_100,-0.504186976072012,2,405.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.996328254893501,3,13.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.966261461369547,3,27.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.945785368301299,3,40.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.919081361123987,3,54.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.8902925221166,3,67.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.860851230595868,3,81.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.803451079576692,3,108.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.750904346909493,3,148.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.691472807761933,3,162.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.632126378959812,3,175.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.595288420775562,3,189.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.557301200334762,3,202.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.529063946246193,3,216.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.477536466286105,3,229.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.419364983632266,3,243.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.378548966247983,3,256.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.314184128899324,3,283.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.281775701802305,3,297.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.235816129353827,3,324.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.188522857736794,3,337.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.160127704743788,3,351.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.134403365184299,3,364.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.092200110110424,3,391.5,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_5_150,-0.071799837344176,3,405.0,0.0127,3,1,76,7.82783333333333,1.12366666666667,1.95,2.58883333333333,3.55,142.333333333333,-5.38333333333333,-6.02166666666667,6.34166666666667,0.32,0.086166666666667,-2.47166666666667,0.073333333333333,-2.40166666666667,-1.88
PdCu_1_1_100,-0.982392457229027,2,13.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.982392457229027,2,27.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.982392457229027,2,40.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.982392457229027,2,67.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.982392457229027,2,81.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.982392457229027,2,121.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.982392457229027,2,135.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.982392457229027,2,148.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.982392457229027,2,162.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.982392457229027,2,189.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.982392457229027,2,216.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.982392457229027,2,229.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.982392457229027,2,243.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.982392457229027,2,256.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.979581691908987,2,310.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.978766615563217,2,324.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.972076400933782,2,337.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.971061856360327,2,351.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.968757549023207,2,364.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_100,-0.966764799467448,2,378.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-1.00543141786868,3,13.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-1.00543141786868,3,27.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-1.00543141786868,3,40.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-1.00543141786868,3,54.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-1.00543141786868,3,67.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-1.00543141786868,3,94.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.9887780693213,3,108.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.980997882572813,3,121.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.970645400106765,3,135.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.957239573281962,3,148.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.942163069015048,3,162.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.926871593025079,3,175.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.917613302870272,3,189.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.870521391447141,3,202.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.795338007939507,3,229.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.75109660988393,3,243.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.717778554794424,3,256.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.662246688077892,3,270.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.621910103280336,3,283.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.488955920251264,3,310.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.432464398301685,3,324.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.381933919762272,3,337.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.336423431137905,3,351.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.293768440187394,3,364.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.256185433127782,3,378.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.224625587337703,3,391.5,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
PdCu_1_1_150,-0.18999584546114,3,405.0,0.0117,5,3,65,8.0315,0.899,2.05,2.6545,3.69,161.0,-6.01,-6.665,6.925,0.26,0.0717,-2.635,0.06,-2.165,-2.14
